name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Git-Git,L6,480,Fell,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=10919,9.6,9.91667,5331,56:02.8,11:51.9,1/1/1947 0:00,9.91667,9.6,"{""type"":""Point"",""coordinates"":[9.91667,9.6]}"
Glanerbrug,L/LL5,670,Fell,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10923,52.2,6.86667,4586,56:02.8,11:51.9,1/1/1990 0:00,6.86667,52.2,"{""type"":""Point"",""coordinates"":[6.86667,52.2]}"
Glanggang,H5-6,1303,Fell,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=10924,-7.25,107.7,3343,56:02.8,11:51.9,1/1/1939 0:00,107.7,-7.25,"{""type"":""Point"",""coordinates"":[107.7,-7.25]}"
Glarus,Doubtful meteorite,0,Fell,1674,http://www.lpi.usra.edu/meteor/metbull.php?code=10925,47.05,9.06667,34284,56:02.8,11:51.9,1674-01-01 00:00:00,9.06667,47.05,"{""type"":""Point"",""coordinates"":[9.06667,47.05]}"
Glasatovo,H4,152000,Fell,1918,http://www.lpi.usra.edu/meteor/metbull.php?code=10926,57.35,37.61667,187,56:02.8,11:51.9,1/1/1918 0:00,37.61667,57.35,"{""type"":""Point"",""coordinates"":[37.61667,57.35]}"
Glastonbury,Doubtful meteorite,1100,Fell,1806,http://www.lpi.usra.edu/meteor/metbull.php?code=10929,51.13333,-2.71667,3605,56:02.8,11:51.9,1806-01-01 00:00:00,-2.71667,51.13333,"{""type"":""Point"",""coordinates"":[-2.71667,51.13333]}"
Glatton,L6,767,Fell,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10930,52.45972,-0.3,4300,56:02.8,11:51.9,1/1/1991 0:00,-0.3,52.45972,"{""type"":""Point"",""coordinates"":[-0.3,52.45972]}"
Gnadenfrei,H5,1750,Fell,1879,http://www.lpi.usra.edu/meteor/metbull.php?code=10936,50.66667,16.76667,2910,56:02.8,11:51.9,1879-01-01 00:00:00,16.76667,50.66667,"{""type"":""Point"",""coordinates"":[16.76667,50.66667]}"
Gopalpur,H6,1600,Fell,1865,http://www.lpi.usra.edu/meteor/metbull.php?code=10948,24.23333,89.05,3018,56:02.8,11:51.9,1865-01-01 00:00:00,89.05,24.23333,"{""type"":""Point"",""coordinates"":[89.05,24.23333]}"
Gorlovka,H3.7,3618,Fell,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=10949,48.28333,38.08333,2063,56:02.8,11:51.9,1/1/1974 0:00,38.08333,48.28333,"{""type"":""Point"",""coordinates"":[38.08333,48.28333]}"
Granes,L6,9000,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=10956,42.9,2.25,1287,56:02.8,11:51.9,1/1/1964 0:00,2.25,42.9,"{""type"":""Point"",""coordinates"":[2.25,42.9]}"
Grazac,Pseudometeorite,0,Fell,1885,http://www.lpi.usra.edu/meteor/metbull.php?code=11178,45.18333,4.28333,34328,56:02.8,11:51.9,1885-01-01 00:00:00,4.28333,45.18333,"{""type"":""Point"",""coordinates"":[4.28333,45.18333]}"
Grefsheim,L5,45.5,Fell,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=11196,60.66667,11,14122,56:02.8,11:51.9,1/1/1976 0:00,11,60.66667,"{""type"":""Point"",""coordinates"":[11,60.66667]}"
Gr�_neberg,H4,1000,Fell,1841,http://www.lpi.usra.edu/meteor/metbull.php?code=11426,51.93333,15.5,3774,56:02.8,11:51.9,1841-01-01 00:00:00,15.5,51.93333,"{""type"":""Point"",""coordinates"":[15.5,51.93333]}"
Grimsby,H5,215,Fell,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=50911,43.2,-79.61667,7811,56:02.8,11:51.9,1/1/2009 0:00,-79.61667,43.2,"{""type"":""Point"",""coordinates"":[-79.61667,43.2]}"
Grosnaja,CV3,3500,Fell,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=11206,43.66667,45.38333,2110,56:02.8,11:51.9,1861-01-01 00:00:00,45.38333,43.66667,"{""type"":""Point"",""coordinates"":[45.38333,43.66667]}"
Gross-Divina,H5,10500,Fell,1837,http://www.lpi.usra.edu/meteor/metbull.php?code=11207,49.26667,18.71667,1183,56:02.8,11:51.9,1837-01-01 00:00:00,18.71667,49.26667,"{""type"":""Point"",""coordinates"":[18.71667,49.26667]}"
Grossliebenthal,L6,8000,Fell,1881,http://www.lpi.usra.edu/meteor/metbull.php?code=11208,46.35,30.58333,1373,56:02.8,11:51.9,1881-01-01 00:00:00,30.58333,46.35,"{""type"":""Point"",""coordinates"":[30.58333,46.35]}"
Grzempach,H5,690,Fell,1910,http://www.lpi.usra.edu/meteor/metbull.php?code=11429,52.86667,16.63333,4532,56:02.8,11:51.9,1/1/1910 0:00,16.63333,52.86667,"{""type"":""Point"",""coordinates"":[16.63333,52.86667]}"
Gualeguaych̼,H6,22000,Fell,1932,http://www.lpi.usra.edu/meteor/metbull.php?code=11432,-33,-58.61667,750,56:02.8,11:51.9,1/1/1932 0:00,-58.61667,-33,"{""type"":""Point"",""coordinates"":[-58.61667,-33]}"
Guangmingshan,H5,2910,Fell,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=11435,39.80417,122.76389,2291,56:02.8,11:51.9,1/1/1996 0:00,122.76389,39.80417,"{""type"":""Point"",""coordinates"":[122.76389,39.80417]}"
Guangnan,L6,0,Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=11436,24.1,105,34403,56:02.8,11:51.9,1/1/1983 0:00,105,24.1,"{""type"":""Point"",""coordinates"":[105,24.1]}"
Guangrao,L6,1900,Fell,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=11437,37.1,118.4,2804,56:02.8,11:51.9,1/1/1980 0:00,118.4,37.1,"{""type"":""Point"",""coordinates"":[118.4,37.1]}"
Guare̱a,H6,39000,Fell,1892,http://www.lpi.usra.edu/meteor/metbull.php?code=11439,38.73333,-6.01667,535,56:02.8,11:51.9,1892-01-01 00:00:00,-6.01667,38.73333,"{""type"":""Point"",""coordinates"":[-6.01667,38.73333]}"
Gu̻a,Stone-uncl,1915,Fell,1891,http://www.lpi.usra.edu/meteor/metbull.php?code=11440,43.76667,20.23333,2787,56:02.8,11:51.9,1891-01-01 00:00:00,20.23333,43.76667,"{""type"":""Point"",""coordinates"":[20.23333,43.76667]}"
Guibga,L5,288,Fell,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=11442,13.5,-0.68333,6835,56:02.8,11:51.9,1/1/1972 0:00,-0.68333,13.5,"{""type"":""Point"",""coordinates"":[-0.68333,13.5]}"
Guidder,LL5,968,Fell,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=11443,9.91667,13.98333,3856,56:02.8,11:51.9,1/1/1949 0:00,13.98333,9.91667,"{""type"":""Point"",""coordinates"":[13.98333,9.91667]}"
Gujargaon,H5,2449,Fell,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=11448,22.98333,76.05,2479,56:02.8,11:51.9,1/1/1982 0:00,76.05,22.98333,"{""type"":""Point"",""coordinates"":[76.05,22.98333]}"
Gujba,CBa,100000,Fell,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=11449,11.49167,11.65833,269,56:02.8,11:51.9,1/1/1984 0:00,11.65833,11.49167,"{""type"":""Point"",""coordinates"":[11.65833,11.49167]}"
Gumoschnik,H5,5700,Fell,1904,http://www.lpi.usra.edu/meteor/metbull.php?code=11450,42.9,24.7,1628,56:02.8,11:51.9,1/1/1904 0:00,24.7,42.9,"{""type"":""Point"",""coordinates"":[24.7,42.9]}"
Gurram Konda,L6,28,Fell,1814,http://www.lpi.usra.edu/meteor/metbull.php?code=11464,13.78333,78.56667,16467,56:02.8,11:51.9,1814-01-01 00:00:00,78.56667,13.78333,"{""type"":""Point"",""coordinates"":[78.56667,13.78333]}"
Gursum,H4/5,34650,Fell,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=11465,9.36667,42.41667,570,56:02.8,11:51.9,1/1/1981 0:00,42.41667,9.36667,"{""type"":""Point"",""coordinates"":[42.41667,9.36667]}"
Gyokukei,OC,1320,Fell,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=11467,35,127.5,3320,56:02.8,11:51.9,1/1/1930 0:00,127.5,35,"{""type"":""Point"",""coordinates"":[127.5,35]}"
Hachi-oji,H?,0.2,Fell,1817,http://www.lpi.usra.edu/meteor/metbull.php?code=11468,35.65,139.33333,33971,56:02.8,11:51.9,1817-01-01 00:00:00,139.33333,35.65,"{""type"":""Point"",""coordinates"":[139.33333,35.65]}"
Hainaut,H3-6,9000,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=11472,50.31667,3.73333,1286,56:02.8,11:51.9,1/1/1934 0:00,3.73333,50.31667,"{""type"":""Point"",""coordinates"":[3.73333,50.31667]}"
Hallingeberg,L3.4,1456,Fell,1944,http://www.lpi.usra.edu/meteor/metbull.php?code=11479,57.81667,16.23333,3172,56:02.8,11:51.9,1/1/1944 0:00,16.23333,57.81667,"{""type"":""Point"",""coordinates"":[16.23333,57.81667]}"
Hamlet,LL4,3710,Fell,1959,http://www.lpi.usra.edu/meteor/metbull.php?code=11485,41.38333,-86.6,2030,56:02.8,11:51.9,1/1/1959 0:00,-86.6,41.38333,"{""type"":""Point"",""coordinates"":[-86.6,41.38333]}"
Haraiya,Eucrite-mmict,1000,Fell,1878,http://www.lpi.usra.edu/meteor/metbull.php?code=11824,26.8,82.53333,3778,56:02.8,11:51.9,1878-01-01 00:00:00,82.53333,26.8,"{""type"":""Point"",""coordinates"":[82.53333,26.8]}"
Haripura,CM2,315,Fell,1921,http://www.lpi.usra.edu/meteor/metbull.php?code=11829,28.38333,75.78333,6556,56:02.8,11:51.9,1/1/1921 0:00,75.78333,28.38333,"{""type"":""Point"",""coordinates"":[75.78333,28.38333]}"
Harleton,L6,8360,Fell,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=11830,32.675,-94.51167,1339,56:02.8,11:51.9,1/1/1961 0:00,-94.51167,32.675,"{""type"":""Point"",""coordinates"":[-94.51167,32.675]}"
Harrison County,L6,680,Fell,1859,http://www.lpi.usra.edu/meteor/metbull.php?code=11842,38.25,-86.16667,4557,56:02.8,11:51.9,1859-01-01 00:00:00,-86.16667,38.25,"{""type"":""Point"",""coordinates"":[-86.16667,38.25]}"
Hashima,H4,1110.6,Fell,1910,http://www.lpi.usra.edu/meteor/metbull.php?code=11848,35.2945,136.70033,3594,56:02.8,11:51.9,1/1/1910 0:00,136.70033,35.2945,"{""type"":""Point"",""coordinates"":[136.70033,35.2945]}"
Hassi-Jekna,"Iron, IAB-sHL",1250,Fell,1890,http://www.lpi.usra.edu/meteor/metbull.php?code=11852,28.95,0.81667,3406,56:02.8,11:51.9,1890-01-01 00:00:00,0.81667,28.95,"{""type"":""Point"",""coordinates"":[0.81667,28.95]}"
Hatford,Stone-uncl,29000,Fell,1628,http://www.lpi.usra.edu/meteor/metbull.php?code=11855,51.65,-1.51667,622,56:02.8,11:51.9,1628-01-01 00:00:00,-1.51667,51.65,"{""type"":""Point"",""coordinates"":[-1.51667,51.65]}"
Haver̦,Ureilite,1544,Fell,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=11859,60.24556,22.06194,3078,56:02.8,11:51.9,1/1/1971 0:00,22.06194,60.24556,"{""type"":""Point"",""coordinates"":[22.06194,60.24556]}"
Hedeskoga,H5,3500,Fell,1922,http://www.lpi.usra.edu/meteor/metbull.php?code=11869,55.46667,13.78333,2113,56:02.8,11:51.9,1/1/1922 0:00,13.78333,55.46667,"{""type"":""Point"",""coordinates"":[13.78333,55.46667]}"
Hedjaz,L3.7-6,6100,Fell,1910,http://www.lpi.usra.edu/meteor/metbull.php?code=11870,27.33333,35.66667,1573,56:02.8,11:51.9,1/1/1910 0:00,35.66667,27.33333,"{""type"":""Point"",""coordinates"":[35.66667,27.33333]}"
Heredia,H5,1000,Fell,1857,http://www.lpi.usra.edu/meteor/metbull.php?code=11875,10,-84.1,3776,56:02.8,11:51.9,1857-01-01 00:00:00,-84.1,10,"{""type"":""Point"",""coordinates"":[-84.1,10]}"
Hessle,H5,20000,Fell,1869,http://www.lpi.usra.edu/meteor/metbull.php?code=11878,59.85,17.66667,790,56:02.8,11:51.9,1869-01-01 00:00:00,17.66667,59.85,"{""type"":""Point"",""coordinates"":[17.66667,59.85]}"
H̦kmark,L4,305.5,Fell,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=11893,64.43333,21.2,6658,56:02.8,11:51.9,1/1/1954 0:00,21.2,64.43333,"{""type"":""Point"",""coordinates"":[21.2,64.43333]}"
Higashi-koen,H5,750,Fell,1897,http://www.lpi.usra.edu/meteor/metbull.php?code=11883,33.6,130.43333,4340,56:02.8,11:51.9,1897-01-01 00:00:00,130.43333,33.6,"{""type"":""Point"",""coordinates"":[130.43333,33.6]}"
High Possil,L6,4500,Fell,1804,http://www.lpi.usra.edu/meteor/metbull.php?code=11884,55.9,-4.23333,1826,56:02.8,11:51.9,1804-01-01 00:00:00,-4.23333,55.9,"{""type"":""Point"",""coordinates"":[-4.23333,55.9]}"
Hiroshima,H5,414,Fell,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=11889,34.45,132.38333,5731,56:02.8,11:51.9,1/1/2003 0:00,132.38333,34.45,"{""type"":""Point"",""coordinates"":[132.38333,34.45]}"
Hoima,H6,167.7,Fell,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=44714,1.345,31.47278,8686,56:02.8,11:51.9,1/1/2003 0:00,31.47278,1.345,"{""type"":""Point"",""coordinates"":[31.47278,1.345]}"
Holbrook,L/LL6,220000,Fell,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=11894,34.9,-110.18333,148,56:02.8,11:51.9,1/1/1912 0:00,-110.18333,34.9,"{""type"":""Point"",""coordinates"":[-110.18333,34.9]}"
Holetta,Stone-uncl,1415,Fell,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=11895,9.06667,38.41667,3218,56:02.8,11:51.9,1/1/1923 0:00,38.41667,9.06667,"{""type"":""Point"",""coordinates"":[38.41667,9.06667]}"
Homestead,L5,230000,Fell,1875,http://www.lpi.usra.edu/meteor/metbull.php?code=11901,41.8,-91.86667,144,56:02.8,11:51.9,1875-01-01 00:00:00,-91.86667,41.8,"{""type"":""Point"",""coordinates"":[-91.86667,41.8]}"
Honolulu,L5,2420,Fell,1825,http://www.lpi.usra.edu/meteor/metbull.php?code=11904,21.3,-157.86667,2492,56:02.8,11:51.9,1825-01-01 00:00:00,-157.86667,21.3,"{""type"":""Point"",""coordinates"":[-157.86667,21.3]}"
Hotse,L6,180,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=11913,35.66667,115.5,8444,56:02.8,11:51.9,1/1/1956 0:00,115.5,35.66667,"{""type"":""Point"",""coordinates"":[115.5,35.66667]}"
Hoxie,OC,266.1,Fell,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=11915,39.35,-100.45,7071,56:02.8,11:51.9,1/1/1963 0:00,-100.45,39.35,"{""type"":""Point"",""coordinates"":[-100.45,39.35]}"
Hraschina,"Iron, IID",49000,Fell,1751,http://www.lpi.usra.edu/meteor/metbull.php?code=11916,46.1,16.33333,437,56:02.8,11:51.9,1751-01-01 00:00:00,16.33333,46.1,"{""type"":""Point"",""coordinates"":[16.33333,46.1]}"
Huaxi,H5,1600,Fell,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54719,26.46469,106.63241,3032,56:02.8,11:51.9,1/1/2010 0:00,106.63241,26.46469,"{""type"":""Point"",""coordinates"":[106.63241,26.46469]}"
Hungen,H6,112,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=11986,50.3,8.91667,10224,56:02.8,11:51.9,1877-01-01 00:00:00,8.91667,50.3,"{""type"":""Point"",""coordinates"":[8.91667,50.3]}"
Hvittis,EL6,14000,Fell,1901,http://www.lpi.usra.edu/meteor/metbull.php?code=11989,61.18333,22.68333,1005,56:02.8,11:51.9,1/1/1901 0:00,22.68333,61.18333,"{""type"":""Point"",""coordinates"":[22.68333,61.18333]}"
Hyderabad (1898),Doubtful stone,0,Fell,1898,http://www.lpi.usra.edu/meteor/metbull.php?code=11990,17.36667,78.46667,34332,56:02.8,11:51.9,1898-01-01 00:00:00,78.46667,17.36667,"{""type"":""Point"",""coordinates"":[78.46667,17.36667]}"
Hyderabad (1936),Doubtful stone,0,Fell,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=11991,17.36667,78.46667,34358,56:02.8,11:51.9,1/1/1936 0:00,78.46667,17.36667,"{""type"":""Point"",""coordinates"":[78.46667,17.36667]}"
��anakkale,L6,4000,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=5250,39.8,26.6,1960,56:02.8,11:51.9,1/1/1964 0:00,26.6,39.8,"{""type"":""Point"",""coordinates"":[26.6,39.8]}"
��owicz,Mesosiderite-A3,59000,Fell,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=14718,52,19.91667,379,56:02.8,11:51.9,1/1/1935 0:00,19.91667,52,"{""type"":""Point"",""coordinates"":[19.91667,52]}"
��pinal,H5,277,Fell,1822,http://www.lpi.usra.edu/meteor/metbull.php?code=10041,48.18333,6.46667,6951,56:02.8,11:51.9,1822-01-01 00:00:00,6.46667,48.18333,"{""type"":""Point"",""coordinates"":[6.46667,48.18333]}"
Ibbenb�_ren,Diogenite,2000,Fell,1870,http://www.lpi.usra.edu/meteor/metbull.php?code=11992,52.28333,7.7,2717,56:02.8,11:51.9,1870-01-01 00:00:00,7.7,52.28333,"{""type"":""Point"",""coordinates"":[7.7,52.28333]}"
Ibitira,Eucrite-mmict,2500,Fell,1957,http://www.lpi.usra.edu/meteor/metbull.php?code=11993,-20,-45,2448,56:02.8,11:51.9,1/1/1957 0:00,-45,-20,"{""type"":""Point"",""coordinates"":[-45,-20]}"
Ibrisim,OC,0,Fell,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=11994,38,35,34368,56:02.8,11:51.9,1/1/1949 0:00,35,38,"{""type"":""Point"",""coordinates"":[35,38]}"
Ichkala,H6,3973,Fell,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=11995,58.2,82.93333,1973,56:02.8,11:51.9,1/1/1936 0:00,82.93333,58.2,"{""type"":""Point"",""coordinates"":[82.93333,58.2]}"
Idutywa,H5,3457,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=12000,-32.1,28.33333,2128,56:02.8,11:51.9,1/1/1956 0:00,28.33333,-32.1,"{""type"":""Point"",""coordinates"":[28.33333,-32.1]}"
Igast,Pseudometeorite,35,Fell,1855,http://www.lpi.usra.edu/meteor/metbull.php?code=12001,57.83333,26.26667,15383,56:02.8,11:51.9,1855-01-01 00:00:00,26.26667,57.83333,"{""type"":""Point"",""coordinates"":[26.26667,57.83333]}"
Iguaracu,H5,1200,Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=12003,-23.2,-51.83333,3481,56:02.8,11:51.9,1/1/1977 0:00,-51.83333,-23.2,"{""type"":""Point"",""coordinates"":[-51.83333,-23.2]}"
Ijopega,H6,7330,Fell,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=12004,-6.03333,145.36667,1436,56:02.8,11:51.9,1/1/1975 0:00,145.36667,-6.03333,"{""type"":""Point"",""coordinates"":[145.36667,-6.03333]}"
Indarch,EH4,27000,Fell,1891,http://www.lpi.usra.edu/meteor/metbull.php?code=12027,39.75,46.66667,656,56:02.8,11:51.9,1891-01-01 00:00:00,46.66667,39.75,"{""type"":""Point"",""coordinates"":[46.66667,39.75]}"
Independence,L6,880,Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=12028,39.08333,-94.4,4045,56:02.8,11:51.9,1/1/1917 0:00,-94.4,39.08333,"{""type"":""Point"",""coordinates"":[-94.4,39.08333]}"
Inner Mongolia,L6,3000,Fell,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=12037,41,112,2265,56:02.8,11:51.9,1/1/1963 0:00,112,41,"{""type"":""Point"",""coordinates"":[112,41]}"
Innisfree,L5,4576,Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=12039,53.415,-111.3375,1817,56:02.8,11:51.9,1/1/1977 0:00,-111.3375,53.415,"{""type"":""Point"",""coordinates"":[-111.3375,53.415]}"
Iowa City,Doubtful stone,0,Fell,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=12041,41.65,-91.51667,34322,56:02.8,11:51.9,1861-01-01 00:00:00,-91.51667,41.65,"{""type"":""Point"",""coordinates"":[-91.51667,41.65]}"
Ipacaray,Doubtful stone,0,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=12042,-25.3,-57.26667,34326,56:02.8,11:51.9,1877-01-01 00:00:00,-57.26667,-25.3,"{""type"":""Point"",""coordinates"":[-57.26667,-25.3]}"
Ipiranga,H6,7000,Fell,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=12043,-25.5,-54.5,1470,56:02.8,11:51.9,1/1/1972 0:00,-54.5,-25.5,"{""type"":""Point"",""coordinates"":[-54.5,-25.5]}"
Ishinga,H,1300,Fell,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=12049,-8.93333,33.8,3351,56:02.8,11:51.9,1/1/1954 0:00,33.8,-8.93333,"{""type"":""Point"",""coordinates"":[33.8,-8.93333]}"
Isthilart,H5,3050,Fell,1928,http://www.lpi.usra.edu/meteor/metbull.php?code=12053,-31.18333,-57.95,2235,56:02.8,11:51.9,1/1/1928 0:00,-57.95,-31.18333,"{""type"":""Point"",""coordinates"":[-57.95,-31.18333]}"
Itapicuru-Mirim,H5,2024,Fell,1879,http://www.lpi.usra.edu/meteor/metbull.php?code=12056,-3.4,-44.33333,2695,56:02.8,11:51.9,1879-01-01 00:00:00,-44.33333,-3.4,"{""type"":""Point"",""coordinates"":[-44.33333,-3.4]}"
Itqiy,EH7-an,4720,Fell,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=12058,26.59083,-12.95217,1790,56:02.8,11:51.9,1/1/1990 0:00,-12.95217,26.59083,"{""type"":""Point"",""coordinates"":[-12.95217,26.59083]}"
Ivuna,CI1,704.5,Fell,1938,http://www.lpi.usra.edu/meteor/metbull.php?code=12063,-8.41667,32.43333,4490,56:02.8,11:51.9,1/1/1938 0:00,32.43333,-8.41667,"{""type"":""Point"",""coordinates"":[32.43333,-8.41667]}"
Jackalsfontein,L6,48000,Fell,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=12065,-32.5,21.9,446,56:02.8,11:51.9,1/1/1903 0:00,21.9,-32.5,"{""type"":""Point"",""coordinates"":[21.9,-32.5]}"
Jajh deh Kot Lalu,EL6,973,Fell,1926,http://www.lpi.usra.edu/meteor/metbull.php?code=12067,26.75,68.41667,3847,56:02.8,11:51.9,1/1/1926 0:00,68.41667,26.75,"{""type"":""Point"",""coordinates"":[68.41667,26.75]}"
Jalandhar,Iron,1967,Fell,1621,http://www.lpi.usra.edu/meteor/metbull.php?code=12069,31,75,2760,56:02.8,11:51.9,1621-01-01 00:00:00,75,31,"{""type"":""Point"",""coordinates"":[75,31]}"
Jamkheir,H6,22,Fell,1866,http://www.lpi.usra.edu/meteor/metbull.php?code=12072,18.75,75.33333,17755,56:02.8,11:51.9,1866-01-01 00:00:00,75.33333,18.75,"{""type"":""Point"",""coordinates"":[75.33333,18.75]}"
Jartai,L6,20500,Fell,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=12074,39.7,105.8,781,56:02.8,11:51.9,1/1/1979 0:00,105.8,39.7,"{""type"":""Point"",""coordinates"":[105.8,39.7]}"
Jelica,LL6,34000,Fell,1889,http://www.lpi.usra.edu/meteor/metbull.php?code=12078,43.83333,20.44167,577,56:02.8,11:51.9,1889-01-01 00:00:00,20.44167,43.83333,"{""type"":""Point"",""coordinates"":[20.44167,43.83333]}"
Jesenice,L6,3667,Fell,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51589,46.42137,14.05217,2049,56:02.8,11:51.9,1/1/2009 0:00,14.05217,46.42137,"{""type"":""Point"",""coordinates"":[14.05217,46.42137]}"
Jhung,L5,5900,Fell,1873,http://www.lpi.usra.edu/meteor/metbull.php?code=12085,31.3,72.38333,1609,56:02.8,11:51.9,1873-01-01 00:00:00,72.38333,31.3,"{""type"":""Point"",""coordinates"":[72.38333,31.3]}"
Jiange,H5,222,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=12086,31.91667,104.91667,7692,56:02.8,11:51.9,1/1/1964 0:00,104.91667,31.91667,"{""type"":""Point"",""coordinates"":[104.91667,31.91667]}"
Jianshi,"Iron, IIIAB",600000,Fell,1890,http://www.lpi.usra.edu/meteor/metbull.php?code=12087,30.80833,109.5,70,56:02.8,11:51.9,1890-01-01 00:00:00,109.5,30.80833,"{""type"":""Point"",""coordinates"":[109.5,30.80833]}"
Jilin,H5,4000000,Fell,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=12171,44.05,126.16667,19,56:02.8,11:51.9,1/1/1976 0:00,126.16667,44.05,"{""type"":""Point"",""coordinates"":[126.16667,44.05]}"
Jodiya,L5,100,Fell,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=47362,22.68,70.31333,10711,56:02.8,11:51.9,1/1/2006 0:00,70.31333,22.68,"{""type"":""Point"",""coordinates"":[70.31333,22.68]}"
Jodzie,Howardite,30,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=12173,55.7,24.4,16122,56:02.8,11:51.9,1877-01-01 00:00:00,24.4,55.7,"{""type"":""Point"",""coordinates"":[24.4,55.7]}"
Johnstown,Diogenite,40300,Fell,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=12198,40.35,-104.9,520,56:02.8,11:51.9,1/1/1924 0:00,-104.9,40.35,"{""type"":""Point"",""coordinates"":[-104.9,40.35]}"
Jolomba,LL6,483,Fell,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=12199,-11.85,15.83333,5314,56:02.8,11:51.9,1/1/1974 0:00,15.83333,-11.85,"{""type"":""Point"",""coordinates"":[15.83333,-11.85]}"
Jonzac,Eucrite-mmict,5000,Fell,1819,http://www.lpi.usra.edu/meteor/metbull.php?code=12202,45.43333,-0.45,1729,56:02.8,11:51.9,1819-01-01 00:00:00,-0.45,45.43333,"{""type"":""Point"",""coordinates"":[-0.45,45.43333]}"
Juancheng,H5,100000,Fell,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=12203,35.5,115.41667,271,56:02.8,11:51.9,1/1/1997 0:00,115.41667,35.5,"{""type"":""Point"",""coordinates"":[115.41667,35.5]}"
Judesegeri,H6,680,Fell,1876,http://www.lpi.usra.edu/meteor/metbull.php?code=12207,12.85,76.8,4558,56:02.8,11:51.9,1876-01-01 00:00:00,76.8,12.85,"{""type"":""Point"",""coordinates"":[76.8,12.85]}"
Jumapalo,L6,32490,Fell,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=12209,-7.71667,111.2,586,56:02.8,11:51.9,1/1/1984 0:00,111.2,-7.71667,"{""type"":""Point"",""coordinates"":[111.2,-7.71667]}"
